Fighter,date,H_odds,A_odds
Jamie Moyle,2018-07-07,-185.0,160.0
Dan Hooker,2018-07-07,-115.0,-105.0
Curtis Millender,2018-07-07,-170.0,150.0
Lando Vannata,2018-07-07,-200.0,170.0
Raphael Assuncao,2018-07-07,-140.0,120.0
Uriah Hall,2018-07-07,245.0,-290.0
Gokhan Saki,2018-07-07,-160.0,140.0
Michael Chiesa,2018-07-07,-175.0,155.0
Paul Felder,2018-07-07,-170.0,150.0
Francis Ngannou,2018-07-07,-310.0,255.0
Alexander Volkanovski,2018-07-14,-220.0,180.0
Niko Price,2018-07-14,110.0,-130.0
Chad Mendes,2018-07-14,-120.0,100.0
Marion Reneau,2018-07-14,-110.0,-110.0
Rick Glenn,2018-07-14,160.0,-185.0
Said Nurmagomedov,2018-07-14,-115.0,-105.0
Junior Dos Santos,2018-07-14,-190.0,165.0
Jennifer Maia,2018-07-14,-105.0,-115.0
Elias Garcia,2018-07-14,-135.0,115.0
Jodie Esquibel,2018-07-14,-170.0,150.0
Sage Northcutt,2018-07-14,-125.0,-105.0
Zak Ottow,2018-07-14,-105.0,-125.0
Raoni Barcelos,2018-07-14,145.0,-165.0
Blagoy Ivanov,2018-07-14,165.0,-190.0
Alejandro Perez,2018-07-14,-175.0,155.0
Darren Elkins,2018-07-14,180.0,-220.0
Myles Jury,2018-07-14,100.0,-120.0
Cat Zingano,2018-07-14,-110.0,-110.0
Eddie Wineland,2018-07-14,155.0,-175.0
Justin Scoggins,2018-07-14,-105.0,-115.0
Kurt Holobaugh,2018-07-14,-165.0,145.0
Liz Carmouche,2018-07-14,-115.0,-105.0
Mark De La Rosa,2018-07-14,115.0,-135.0
Jessica Aguilar,2018-07-14,150.0,-170.0
Randy Brown,2018-07-14,-130.0,110.0
Dennis Bermudez,2018-07-14,-185.0,160.0
Marcin Tybura,2018-07-22,-190.0,165.0
Khalid Taha,2018-07-22,180.0,-220.0
Emil Meek,2018-07-22,-140.0,120.0
Nick Hein,2018-07-22,-150.0,130.0
Nasrat Haqparast,2018-07-22,140.0,-160.0
Danny Roberts,2018-07-22,-210.0,175.0
Jeremy Kimball,2018-07-22,190.0,-230.0
Vitor Miranda,2018-07-22,175.0,-210.0
Glover Teixeira,2018-07-22,-120.0,100.0
Mauricio Rua,2018-07-22,-150.0,130.0
Damian Stasiak,2018-07-22,-125.0,105.0
Justin Ledet,2018-07-22,-105.0,-115.0
Liu Pingyuan,2018-07-22,105.0,-125.0
Manny Bermudez,2018-07-22,-320.0,260.0
Aleksandar Rakic,2018-07-22,-115.0,-105.0
Nad Narimani,2018-07-22,-220.0,180.0
Bartosz Fabinski,2018-07-22,120.0,-140.0
Damir Hadzovic,2018-07-22,130.0,-150.0
Marc Diakiese,2018-07-22,-160.0,140.0
David Zawada,2018-07-22,175.0,-210.0
Stefan Struve,2018-07-22,165.0,-190.0
Abu Azaitar,2018-07-22,-210.0,175.0
Corey Anderson,2018-07-22,100.0,-120.0
Anthony Smith,2018-07-22,130.0,-150.0
Darko Stosic,2018-07-22,-230.0,190.0
Davey Grant,2018-07-22,260.0,-320.0
Dustin Poirier,2018-07-28,-155.0,135.0
Jose Aldo,2018-07-28,100.0,-120.0
Alexander Hernandez,2018-07-28,-110.0,-110.0
Eddie Alvarez,2018-07-28,135.0,-155.0
Joanna Jedrzejczyk,2018-07-28,-320.0,260.0
Jordan Mein,2018-07-28,-150.0,130.0
Dustin Ortiz,2018-07-28,170.0,-200.0
Kajan Johnson,2018-07-28,450.0,-600.0
Gadzhimurad Antigulov,2018-07-28,115.0,-135.0
Alexis Davis,2018-07-28,140.0,-160.0
Devin Powell,2018-07-28,-105.0,-115.0
John Makdessi,2018-07-28,-235.0,195.0
Hakeem Dawodu,2018-07-28,-470.0,375.0
Randa Markos,2018-07-28,120.0,-140.0
Jeremy Stephens,2018-07-28,-120.0,100.0
Ion Cutelaba,2018-07-28,-135.0,115.0
Alvaro Herrera,2018-07-28,-115.0,-105.0
Nina Ansaroff,2018-07-28,-140.0,120.0
Matheus Nicolau,2018-07-28,-200.0,170.0
Katlyn Chookagian,2018-07-28,-160.0,140.0
Ross Pearson,2018-07-28,195.0,-235.0
Islam Makhachev,2018-07-28,-600.0,450.0
Austin Arnett,2018-07-28,375.0,-470.0
Alex Morono,2018-07-28,130.0,-150.0
Olivier Aubin-Mercier,2018-07-28,-110.0,-110.0
Tecia Torres,2018-07-28,260.0,-320.0
Wuliji Buren,2018-08-04,375.0,-470.0
Danielle Taylor,2018-08-04,260.0,-320.0
Alex Perez,2018-08-04,-120.0,100.0
Matt Sayles,2018-08-04,-140.0,120.0
TJ Dillashaw,2018-08-04,-125.0,105.0
Demetrious Johnson,2018-08-04,-470.0,375.0
Cub Swanson,2018-08-04,250.0,-300.0
Polyana Viana,2018-08-04,-155.0,135.0
Thiago Santos,2018-08-04,-340.0,280.0
Pedro Munhoz,2018-08-04,-210.0,175.0
Marlon Vera,2018-08-04,-470.0,375.0
Weili Zhang,2018-08-04,-320.0,260.0
Ricardo Ramos,2018-08-04,-275.0,235.0
Sheymon Moraes,2018-08-04,120.0,-140.0
Kyung Ho Kang,2018-08-04,235.0,-275.0
Montel Jackson,2018-08-04,-125.0,105.0
Ricky Simon,2018-08-04,105.0,-125.0
Brett Johns,2018-08-04,175.0,-210.0
Kevin Holland,2018-08-04,280.0,-340.0
JJ Aldrich,2018-08-04,135.0,-155.0
Renato Moicano,2018-08-04,-300.0,250.0
Henry Cejudo,2018-08-04,375.0,-470.0
Cody Garbrandt,2018-08-04,105.0,-125.0
Jose Torres,2018-08-04,100.0,-120.0
Mickey Gall,2018-08-25,-325.0,295.0
Joanne Calderwood,2018-08-25,-185.0,160.0
Drew Dober,2018-08-25,-240.0,200.0
Rani Yahya,2018-08-25,-105.0,-115.0
Bryan Barberena,2018-08-25,-420.0,335.0
Warlley Alves,2018-08-25,-330.0,270.0
Tim Williams,2018-08-25,775.0,-1200.0
Deiveson Figueiredo,2018-08-25,-170.0,150.0
Andrew Sanchez,2018-08-25,-140.0,120.0
Angela Hill,2018-08-25,-135.0,115.0
Iuri Alcantara,2018-08-25,170.0,-200.0
Cory Sandhagen,2018-08-25,-200.0,170.0
Cortney Casey,2018-08-25,115.0,-135.0
Eryk Anders,2018-08-25,-1200.0,775.0
John Moraga,2018-08-25,150.0,-170.0
Jake Ellenberger,2018-08-25,335.0,-420.0
Michael Johnson,2018-08-25,100.0,-120.0
Justin Gaethje,2018-08-25,120.0,-140.0
Markus Perez,2018-08-25,120.0,-140.0
George Sullivan,2018-08-25,295.0,-325.0
Kalindra Faria,2018-08-25,160.0,-185.0
Jon Tuck,2018-08-25,200.0,-240.0
Luke Sanders,2018-08-25,-115.0,-105.0
James Vick,2018-08-25,-140.0,120.0
James Krause,2018-08-25,270.0,-330.0
Andre Fili,2018-08-25,-120.0,100.0
Lucie Pudilova,2018-09-08,-110.0,-110.0
Irene Aldana,2018-09-08,-110.0,-110.0
Alex White,2018-09-08,-175.0,155.0
Jarred Brooks,2018-09-08,-190.0,175.0
Frank Camacho,2018-09-08,175.0,-210.0
Cody Stamann,2018-09-08,150.0,-170.0
Roberto Sanchez,2018-09-08,175.0,-190.0
Tatiana Suarez,2018-09-08,-420.0,335.0
Niko Price,2018-09-08,-110.0,-110.0
John Dodson,2018-09-08,130.0,-150.0
Brandon Davis,2018-09-08,900.0,-1375.0
Karolina Kowalkiewicz,2018-09-08,360.0,-450.0
Darren Till,2018-09-08,-115.0,-105.0
Craig White,2018-09-08,-210.0,175.0
Darren Stewart,2018-09-08,150.0,-170.0
Zabit Magomedsharipov,2018-09-08,-1375.0,900.0
Jim Miller,2018-09-08,155.0,-175.0
Diego Sanchez,2018-09-08,175.0,-210.0
Charles Byrd,2018-09-08,-170.0,150.0
Geoff Neal,2018-09-08,-210.0,175.0
Aljamain Sterling,2018-09-08,-170.0,150.0
Carla Esparza,2018-09-08,335.0,-420.0
Abdul Razak Alhassan,2018-09-08,-110.0,-110.0
Tyron Woodley,2018-09-08,-105.0,-115.0
Jessica Andrade,2018-09-08,-450.0,360.0
Jimmie Rivera,2018-09-08,-150.0,130.0
CB Dollaway,2018-09-15,145.0,-165.0
Terrion Ware,2018-09-15,425.0,-550.0
Stefan Sekulic,2018-09-15,490.0,-680.0
Jordan Johnson,2018-09-15,-280.0,240.0
Marcin Prachnio,2018-09-15,430.0,-560.0
Shamil Abdurakhimov,2018-09-15,-140.0,120.0
Kajan Johnson,2018-09-15,570.0,-840.0
Jin Soo Son,2018-09-15,775.0,-1200.0
Thiago Alves,2018-09-15,350.0,-440.0
Desmond Green,2018-09-15,450.0,-600.0
Nikita Krylov,2018-09-15,-145.0,125.0
Aleksei Oleinik,2018-09-15,100.0,-120.0
Merab Dvalishvili,2018-09-15,-550.0,425.0
Ramazan Emeev,2018-09-15,-680.0,490.0
Adam Yandiev,2018-09-15,240.0,-280.0
Magomed Ankalaev,2018-09-15,-560.0,430.0
Mairbek Taisumov,2018-09-15,-600.0,450.0
Rustam Khabilov,2018-09-15,-840.0,570.0
Khalid Murtazaliev,2018-09-15,-165.0,145.0
Petr Yan,2018-09-15,-1200.0,775.0
Andrei Arlovski,2018-09-15,120.0,-140.0
Jan Blachowicz,2018-09-15,125.0,-145.0
Mark Hunt,2018-09-15,-120.0,100.0
Aleksei Kunchenko,2018-09-15,-440.0,350.0
Ben Saunders,2018-09-22,235.0,-275.0
Marina Rodriguez,2018-09-22,-135.0,115.0
Andre Ewell,2018-09-22,170.0,-200.0
Rogerio Nogueira,2018-09-22,290.0,-350.0
Carlo Pedersoli,2018-09-22,400.0,-500.0
Christos Giagos,2018-09-22,375.0,-470.0
Evan Dunham,2018-09-22,145.0,-165.0
Eryk Anders,2018-09-22,170.0,-200.0
Chase Sherman,2018-09-22,190.0,-230.0
Elizeu Zaleski dos Santos,2018-09-22,-1000.0,650.0
Hector Lombard,2018-09-22,140.0,-160.0
Luigi Vendramini,2018-09-22,650.0,-1000.0
Alex Chambers,2018-09-22,1000.0,-1500.0
Ryan Spann,2018-09-22,-115.0,-105.0
Gillian Robertson,2018-09-22,-140.0,120.0
Thiago Santos,2018-09-22,-200.0,170.0
Alex Oliveira,2018-09-22,-500.0,400.0
Sam Alvey,2018-09-22,-350.0,290.0
Livinha Souza,2018-09-22,-1500.0,1000.0
Randa Markos,2018-09-22,115.0,-135.0
Augusto Sakai,2018-09-22,-230.0,190.0
Renan Barao,2018-09-22,-200.0,170.0
Sergio Moraes,2018-09-22,-275.0,235.0
Luis Henrique,2018-09-22,-105.0,-115.0
Thales Leites,2018-09-22,-160.0,140.0
Francisco Trinaldo,2018-09-22,-165.0,145.0
Charles Oliveira,2018-09-22,-470.0,375.0
Mayra Bueno Silva,2018-09-22,120.0,-140.0
Conor McGregor,2018-10-06,165.0,-190.0
Anthony Pettis,2018-10-06,295.0,-355.0
Alan Patrick,2018-10-06,-320.0,260.0
Alexander Volkov,2018-10-06,-155.0,135.0
Felice Herrig,2018-10-06,-135.0,115.0
Jalin Turner,2018-10-06,500.0,-700.0
Tonya Evinger,2018-10-06,160.0,-185.0
Dominick Reyes,2018-10-06,-230.0,190.0
Jussier Formiga,2018-10-06,165.0,-190.0
Anthony Rocco Martin,2018-10-06,105.0,-125.0
Ryan LaFlare,2018-10-06,-125.0,105.0
Gray Maynard,2018-10-06,190.0,-230.0
Lina Lansberg,2018-10-06,205.0,-245.0
Nik Lentz,2018-10-06,-230.0,190.0
Scott Holtzman,2018-10-06,260.0,-320.0
Aspen Ladd,2018-10-06,-185.0,160.0
Yana Kunitskaya,2018-10-06,-245.0,205.0
Sergio Pettis,2018-10-06,-190.0,165.0
Michelle Waterson,2018-10-06,115.0,-135.0
Khabib Nurmagomedov,2018-10-06,-190.0,165.0
Tony Ferguson,2018-10-06,-355.0,295.0
Ovince Saint Preux,2018-10-06,190.0,-230.0
Derrick Lewis,2018-10-06,135.0,-155.0
Vicente Luque,2018-10-06,-700.0,500.0
Anthony Smith,2018-10-27,140.0,-160.0
Artem Lobov,2018-10-27,500.0,-700.0
Patrick Cummins,2018-10-27,285.0,-345.0
Jonathan Martinez,2018-10-27,120.0,-140.0
Court McGee,2018-10-27,205.0,-245.0
Sean Strickland,2018-10-27,100.0,-120.0
Nasrat Haqparast,2018-10-27,-750.0,600.0
Chris Fishgold,2018-10-27,170.0,-200.0
Don Madge,2018-10-27,360.0,-450.0
Marcelo Golm,2018-10-27,140.0,-160.0
Jessin Ayari,2018-10-27,140.0,-160.0
Ed Herman,2018-10-27,195.0,-235.0
Talita Bernardo,2018-10-27,150.0,-170.0
Thibault Gouti,2018-10-27,600.0,-750.0
Stevie Ray,2018-10-27,-160.0,140.0
Volkan Oezdemir,2018-10-27,-160.0,140.0
Michael Johnson,2018-10-27,-700.0,500.0
Misha Cirkunov,2018-10-27,-345.0,285.0
Andre Soukhamthath,2018-10-27,-140.0,120.0
Gian Villante,2018-10-27,-235.0,195.0
Arjan Bhullar,2018-10-27,-160.0,140.0
Nordine Taleb,2018-10-27,-120.0,100.0
Calvin Kattar,2018-10-27,-200.0,170.0
Sarah Moras,2018-10-27,-170.0,150.0
Te Edwards,2018-10-27,-450.0,360.0
Alex Garcia,2018-10-27,-245.0,205.0
Kurt Holobaugh,2018-11-03,325.0,-400.0
Marcos Rogerio de Lima,2018-11-03,150.0,-170.0
Daniel Cormier,2018-11-03,-380.0,315.0
Chris Weidman,2018-11-03,-160.0,140.0
David Branch,2018-11-03,-325.0,265.0
Karl Roberson,2018-11-03,-325.0,265.0
Sijara Eubanks,2018-11-03,-600.0,450.0
Jason Knight,2018-11-03,-300.0,250.0
Julio Arce,2018-11-03,-255.0,215.0
Lyman Good,2018-11-03,-630.0,465.0
Lando Vannata,2018-11-03,-240.0,200.0
Shane Burgos,2018-11-03,-400.0,325.0
Adam Wieczorek,2018-11-03,-170.0,150.0
Derek Brunson,2018-11-03,245.0,-290.0
Matt Frevola,2018-11-03,200.0,-240.0
Ben Saunders,2018-11-03,465.0,-630.0
Roxanne Modafferi,2018-11-03,450.0,-600.0
Jordan Rinaldi,2018-11-03,250.0,-300.0
Israel Adesanya,2018-11-03,-290.0,245.0
Jack Marshman,2018-11-03,265.0,-325.0
Jared Cannonier,2018-11-03,265.0,-325.0
Jacare Souza,2018-11-03,140.0,-160.0
Derrick Lewis,2018-11-03,315.0,-380.0
Sheymon Moraes,2018-11-03,215.0,-255.0
Michael Trizano,2018-11-10,145.0,-165.0
Yair Rodriguez,2018-11-10,-130.0,110.0
Mike Perry,2018-11-10,-200.0,170.0
Germaine de Randamie,2018-11-10,-220.0,180.0
Thiago Moises,2018-11-10,140.0,-160.0
Hannah Cifers,2018-11-10,375.0,-470.0
Luis Pena,2018-11-10,-165.0,145.0
Amanda Cooper,2018-11-10,120.0,-140.0
Eric Shelton,2018-11-10,-145.0,125.0
John Gunther,2018-11-10,650.0,-1000.0
Julian Erosa,2018-11-10,210.0,-230.0
Joby Sanchez,2018-11-10,190.0,-230.0
Joseph Morales,2018-11-10,125.0,-145.0
Devonte Smith,2018-11-10,-230.0,210.0
Davi Ramos,2018-11-10,-1000.0,650.0
Chas Skelly,2018-11-10,100.0,-120.0
Ashley Yoder,2018-11-10,-140.0,120.0
Bobby Moffett,2018-11-10,-120.0,100.0
Maycee Barber,2018-11-10,-470.0,375.0
Mark De La Rosa,2018-11-10,-230.0,190.0
Donald Cerrone,2018-11-10,170.0,-200.0
Raquel Pennington,2018-11-10,180.0,-220.0
Beneil Dariush,2018-11-10,-160.0,140.0
Chan Sung Jung,2018-11-10,110.0,-130.0
Devin Powell,2018-11-17,200.0,-240.0
Khalil Rountree Jr.,2018-11-17,-155.0,135.0
Cezar Ferreira,2018-11-17,-185.0,160.0
Guido Cannetti,2018-11-17,260.0,-320.0
Cynthia Calvillo,2018-11-17,150.0,-170.0
Michel Prazeres,2018-11-17,-145.0,125.0
Alexandre Pantoja,2018-11-17,-320.0,260.0
Humberto Bandenay,2018-11-17,-235.0,195.0
Laureano Staropoli,2018-11-17,100.0,-120.0
Nad Narimani,2018-11-17,-420.0,335.0
Anderson Dos Santos,2018-11-17,335.0,-420.0
Jesus Pinedo,2018-11-17,-240.0,200.0
Hector Aldana,2018-11-17,-120.0,100.0
Ricardo Lamas,2018-11-17,-175.0,155.0
Ulka Sasaki,2018-11-17,260.0,-320.0
Austin Arnett,2018-11-17,195.0,-235.0
Poliana Botelho,2018-11-17,-170.0,150.0
Santiago Ponzinibbio,2018-11-17,-210.0,175.0
Bartosz Fabinski,2018-11-17,125.0,-145.0
Johnny Walker,2018-11-17,135.0,-155.0
Darren Elkins,2018-11-17,155.0,-175.0
Ian Heinisch,2018-11-17,160.0,-185.0
Marlon Vera,2018-11-17,-320.0,260.0
Neil Magny,2018-11-17,175.0,-210.0
Yan Xiaonan,2018-11-24,-360.0,300.0
Kevin Holland,2018-11-24,-590.0,445.0
Weili Zhang,2018-11-24,-550.0,425.0
Hu Yaozong,2018-11-24,-125.0,105.0
Wu Yanan,2018-11-24,290.0,-350.0
Song Kenan,2018-11-24,-140.0,120.0
Li Jingliang,2018-11-24,-220.0,180.0
Song Yadong,2018-11-24,-550.0,425.0
Alistair Overeem,2018-11-24,115.0,-135.0
Liu Pingyuan,2018-11-24,-170.0,150.0
Vince Morales,2018-11-24,425.0,-550.0
David Zawada,2018-11-24,180.0,-220.0
Curtis Blaydes,2018-11-24,-240.0,200.0
Lauren Mueller,2018-11-24,-350.0,290.0
Alex Morono,2018-11-24,120.0,-140.0
Louis Smolka,2018-11-24,-170.0,150.0
John Phillips,2018-11-24,445.0,-590.0
Syuri Kondo,2018-11-24,300.0,-360.0
Martin Day,2018-11-24,150.0,-170.0
Francis Ngannou,2018-11-24,200.0,-240.0
Sergei Pavlovich,2018-11-24,-135.0,115.0
Su Mudaerji,2018-11-24,150.0,-170.0
Rashad Coulter,2018-11-24,105.0,-125.0
Jessica Aguilar,2018-11-24,425.0,-550.0
Pedro Munhoz,2018-11-30,-290.0,245.0
Pannie Kianzad,2018-11-30,-115.0,-105.0
Kamaru Usman,2018-11-30,-330.0,270.0
Justin Frazier,2018-11-30,155.0,-175.0
Macy Chiasson,2018-11-30,-105.0,-115.0
Bryan Caraway,2018-11-30,245.0,-290.0
Edmen Shahbazyan,2018-11-30,-120.0,100.0
Antonina Shevchenko,2018-11-30,-275.0,235.0
Kevin Aguilar,2018-11-30,105.0,-125.0
Alex Perez,2018-11-30,-120.0,100.0
Leah Letson,2018-11-30,-200.0,170.0
Darrell Horcher,2018-11-30,280.0,-340.0
Ricky Rainey,2018-11-30,280.0,-340.0
Chris Gutierrez,2018-11-30,425.0,-550.0
Michel Batista,2018-11-30,120.0,-140.0
Rick Glenn,2018-11-30,-125.0,105.0
Juan Espino,2018-11-30,-175.0,155.0
Tim Means,2018-11-30,-340.0,280.0
Maurice Greene,2018-11-30,-140.0,120.0
Raoni Barcelos,2018-11-30,-550.0,425.0
Rafael Dos Anjos,2018-11-30,270.0,-330.0
Joseph Benavidez,2018-11-30,100.0,-120.0
Ji Yeon Kim,2018-11-30,235.0,-275.0
Roosevelt Roberts,2018-11-30,-340.0,280.0
Julija Stoliarenko,2018-11-30,170.0,-200.0
Darren Stewart,2018-11-30,100.0,-120.0
Salim Touahri,2018-12-01,135.0,-155.0
Aleksei Kunchenko,2018-12-01,-300.0,250.0
Christos Giagos,2018-12-01,-370.0,310.0
Damir Ismagulov,2018-12-01,-550.0,425.0
Paul Craig,2018-12-01,245.0,-290.0
Elias Garcia,2018-12-01,300.0,-360.0
Sodiq Yusuff,2018-12-01,-600.0,450.0
Anthony Rocco Martin,2018-12-01,130.0,-150.0
Justin Willis,2018-12-01,-110.0,-110.0
Tyson Pedro,2018-12-01,-525.0,415.0
Tai Tuivasa,2018-12-01,140.0,-160.0
Ben Nguyen,2018-12-01,-145.0,125.0
Kai Kara-France,2018-12-01,-360.0,300.0
Keita Nakamura,2018-12-01,-155.0,135.0
Alex Gorgees,2018-12-01,425.0,-550.0
Wilson Reis,2018-12-01,125.0,-145.0
Jimmy Crute,2018-12-01,-290.0,245.0
Suman Mokhtarian,2018-12-01,450.0,-600.0
Jake Matthews,2018-12-01,-150.0,130.0
Mark Hunt,2018-12-01,-110.0,-110.0
Mauricio Rua,2018-12-01,415.0,-525.0
Junior Dos Santos,2018-12-01,-160.0,140.0
Yushin Okami,2018-12-01,250.0,-300.0
Mizuto Hirota,2018-12-01,310.0,-370.0
Elias Theodorou,2018-12-08,-125.0,105.0
Gunnar Nelson,2018-12-08,-155.0,135.0
Kyle Bochniak,2018-12-08,170.0,-200.0
Thiago Santos,2018-12-08,-185.0,160.0
Nina Ansaroff,2018-12-08,255.0,-310.0
Gilbert Burns,2018-12-08,115.0,-135.0
Jessica Eye,2018-12-08,195.0,-235.0
Eryk Anders,2018-12-08,105.0,-125.0
Matthew Lopez,2018-12-08,140.0,-160.0
Dhiego Lima,2018-12-08,325.0,-400.0
Kyle Nelson,2018-12-08,425.0,-550.0
Aleksandar Rakic,2018-12-08,-570.0,435.0
Joanna Jedrzejczyk,2018-12-08,250.0,-300.0
Jimi Manuwa,2018-12-08,160.0,-185.0
Claudia Gadelha,2018-12-08,-310.0,255.0
Olivier Aubin-Mercier,2018-12-08,-135.0,115.0
Katlyn Chookagian,2018-12-08,-235.0,195.0
Brad Katona,2018-12-08,-160.0,140.0
Brian Ortega,2018-12-08,-110.0,-110.0
Chad Laprise,2018-12-08,-400.0,325.0
Hakeem Dawodu,2018-12-08,-200.0,170.0
Devin Clark,2018-12-08,435.0,-570.0
Diego Ferreira,2018-12-08,-550.0,425.0
Valentina Shevchenko,2018-12-08,-300.0,250.0
Max Holloway,2018-12-08,-110.0,-110.0
Alex Oliveira,2018-12-08,135.0,-155.0
Dan Hooker,2018-12-15,-115.0,-105.0
Adam Milstead,2018-12-15,-110.0,-110.0
Dan Ige,2018-12-15,-165.0,145.0
Trevor Smith,2018-12-15,270.0,-330.0
Sergio Pettis,2018-12-15,145.0,-165.0
Bobby Green,2018-12-15,210.0,-250.0
Zak Ottow,2018-12-15,230.0,-270.0
Jim Miller,2018-12-15,255.0,-310.0
Rob Font,2018-12-15,-165.0,145.0
Edson Barboza,2018-12-15,-105.0,-115.0
Kevin Lee,2018-12-15,-335.0,275.0
Gerald Meerschaert,2018-12-15,130.0,-150.0
Jared Gordon,2018-12-15,-115.0,-105.0
Chris de la Rocha,2018-12-15,375.0,-470.0
Joaquim Silva,2018-12-15,-105.0,-115.0
Drakkar Klose,2018-12-15,-250.0,210.0
Jack Hermansson,2018-12-15,-150.0,130.0
Zak Cummings,2018-12-15,-330.0,270.0
Jordan Griffin,2018-12-15,145.0,-165.0
Mike Rodriguez,2018-12-15,-110.0,-110.0
Juan Adams,2018-12-15,-470.0,375.0
Al Iaquinta,2018-12-15,275.0,-335.0
Dwight Grant,2018-12-15,-270.0,230.0
Charles Oliveira,2018-12-15,-310.0,255.0
Douglas Silva de Andrade,2018-12-29,290.0,-350.0
Uriah Hall,2018-12-29,150.0,-170.0
Andrei Arlovski,2018-12-29,180.0,-220.0
Chad Mendes,2018-12-29,-140.0,120.0
Ilir Latifi,2018-12-29,-130.0,110.0
Carlos Condit,2018-12-29,-105.0,-115.0
Cris Cyborg,2018-12-29,-210.0,175.0
Jon Jones,2018-12-29,-290.0,245.0
Nathaniel Wood,2018-12-29,-120.0,100.0
Cat Zingano,2018-12-29,-130.0,120.0
BJ Penn,2018-12-29,365.0,-460.0
Michael Chiesa,2018-12-29,-115.0,-105.0
Brian Kelleher,2018-12-29,155.0,-175.0
Corey Anderson,2018-12-29,110.0,-130.0
Montel Jackson,2018-12-29,-175.0,155.0
Siyar Bahadurzada,2018-12-29,130.0,-150.0
Bevon Lewis,2018-12-29,-170.0,150.0
Andre Ewell,2018-12-29,100.0,-120.0
Ryan Hall,2018-12-29,-460.0,365.0
Megan Anderson,2018-12-29,120.0,-130.0
Walt Harris,2018-12-29,-220.0,180.0
Alexander Volkanovski,2018-12-29,120.0,-140.0
Alexander Gustafsson,2018-12-29,245.0,-290.0
Amanda Nunes,2018-12-29,175.0,-210.0
Curtis Millender,2018-12-29,-150.0,130.0
Petr Yan,2018-12-29,-350.0,290.0
Dustin Ortiz,2019-01-19,200.0,-240.0
Geoff Neal,2019-01-19,-200.0,170.0
Paige VanZant,2019-01-19,-175.0,155.0
Joseph Benavidez,2019-01-19,-240.0,200.0
Gregor Gillespie,2019-01-19,-470.0,375.0
Greg Hardy,2019-01-19,-450.0,360.0
Henry Cejudo,2019-01-19,185.0,-225.0
Joanne Calderwood,2019-01-19,215.0,-255.0
Chance Rencountre,2019-01-19,145.0,-165.0
Alonzo Menifield,2019-01-19,-290.0,245.0
Cory Sandhagen,2019-01-19,-525.0,415.0
Dennis Bermudez,2019-01-19,105.0,-125.0
Belal Muhammad,2019-01-19,170.0,-200.0
Kyle Stewart,2019-01-19,-165.0,145.0
Glover Teixeira,2019-01-19,-110.0,-110.0
TJ Dillashaw,2019-01-19,-225.0,185.0
Alexander Hernandez,2019-01-19,-220.0,180.0
Rachael Ostovich,2019-01-19,155.0,-175.0
Yancy Medeiros,2019-01-19,375.0,-470.0
Allen Crowder,2019-01-19,360.0,-450.0
Donald Cerrone,2019-01-19,180.0,-220.0
Karl Roberson,2019-01-19,-110.0,-110.0
Vinicius Moreira,2019-01-19,245.0,-290.0
Te Edwards,2019-01-19,-125.0,105.0
Mario Bautista,2019-01-19,415.0,-525.0
Ariane Lipski,2019-01-19,-255.0,215.0
Jose Aldo,2019-02-02,-110.0,-110.0
Demian Maia,2019-02-02,-200.0,170.0
Charles Oliveira,2019-02-02,-120.0,100.0
Johnny Walker,2019-02-02,-235.0,195.0
Livinha Souza,2019-02-02,-230.0,190.0
Mara Romero Borella,2019-02-02,185.0,-225.0
Raphael Assuncao,2019-02-02,130.0,-150.0
Junior Albini,2019-02-02,-145.0,125.0
Geraldo de Freitas,2019-02-02,-130.0,110.0
Ricardo Ramos,2019-02-02,-170.0,150.0
Magomed Bibulatov,2019-02-02,-290.0,245.0
Markus Perez,2019-02-02,115.0,-135.0
Thiago Alves,2019-02-02,160.0,-185.0
Lyman Good,2019-02-02,170.0,-200.0
Felipe Colares,2019-02-02,110.0,-130.0
David Teymur,2019-02-02,100.0,-120.0
Justin Ledet,2019-02-02,195.0,-235.0
Sarah Frota,2019-02-02,190.0,-230.0
Anthony Hernandez,2019-02-02,-135.0,115.0
Taila Santos,2019-02-02,-225.0,185.0
Marlon Moraes,2019-02-02,-150.0,130.0
Rogerio Bontorin,2019-02-02,245.0,-290.0
Said Nurmagomedov,2019-02-02,150.0,-170.0
Renato Moicano,2019-02-02,-110.0,-110.0
Jairzinho Rozenstruik,2019-02-02,125.0,-145.0
Max Griffin,2019-02-02,-185.0,160.0
Anderson Silva,2019-02-09,410.0,-515.0
Dong Hyun Ma,2019-02-09,230.0,-270.0
Austin Arnett,2019-02-09,315.0,-380.0
Ricky Simon,2019-02-09,-105.0,-115.0
Marcos Mariano,2019-02-09,360.0,-450.0
Nadia Kassem,2019-02-09,210.0,-250.0
Sam Alvey,2019-02-09,125.0,-145.0
Callan Potter,2019-02-09,190.0,-230.0
Teruto Ishihara,2019-02-09,290.0,-350.0
Kai Kara-France,2019-02-09,-265.0,220.0
Shane Young,2019-02-09,-380.0,315.0
Devonte Smith,2019-02-09,-270.0,230.0
Jimmy Crute,2019-02-09,-145.0,125.0
Rani Yahya,2019-02-09,-115.0,-105.0
Lando Vannata,2019-02-09,-450.0,360.0
Israel Adesanya,2019-02-09,-515.0,410.0
Jonathan Martinez,2019-02-09,-125.0,105.0
Jalin Turner,2019-02-09,-230.0,190.0
Kyung Ho Kang,2019-02-09,-350.0,290.0
