Fighter,date,H_odds,A_odds
TJ Waldburger,2011-03-26,265.0,-325.0
Aaron Simpson,2011-03-26,-210.0,175.0
Nik Lentz,2011-03-26,-185.0,160.0
Dan Hardy,2011-03-26,163.0,-173.0
Phil Davis,2011-03-26,-255.0,235.0
Rogerio Nogueira,2011-03-26,235.0,-255.0
DaMarques Johnson,2011-03-26,220.0,-240.0
Waylon Lowe,2011-03-26,160.0,-185.0
Chan Sung Jung,2011-03-26,-125.0,105.0
Jon Madsen,2011-03-26,-300.0,250.0
Alex Caceres,2011-03-26,190.0,-210.0
John Hathaway,2011-03-26,-390.0,320.0
Michael McDonald,2011-03-26,-460.0,365.0
Anthony Johnson,2011-03-26,-173.0,163.0
Sean McCorkle,2011-03-26,180.0,-220.0
Johny Hendricks,2011-03-26,-325.0,265.0
Mario Miranda,2011-03-26,175.0,-210.0
Vladimir Matyushenko,2011-04-30,-102.0,-108.0
Ivan Menjivar,2011-04-30,-185.0,170.0
Jake Ellenberger,2011-04-30,-200.0,185.0
Nate Diaz,2011-04-30,127.0,-137.0
Daniel Roberts,2011-04-30,110.0,-120.0
Mark Bocek,2011-04-30,140.0,-150.0
Jason Brilz,2011-04-30,-108.0,-102.0
Kyle Watson,2011-04-30,160.0,-170.0
Ryan Jensen,2011-04-30,-125.0,115.0
Charlie Valencia,2011-04-30,170.0,-185.0
Claude Patrick,2011-04-30,-120.0,110.0
Sean Pierson,2011-04-30,185.0,-200.0
Rory MacDonald,2011-04-30,-137.0,127.0
Benson Henderson,2011-04-30,-150.0,140.0
Jose Aldo,2011-04-30,-500.0,435.0
Randy Couture,2011-04-30,318.0,-350.0
Mark Hominick,2011-04-30,435.0,-500.0
Jake Shields,2011-04-30,405.0,-455.0
Pablo Garza,2011-04-30,150.0,-160.0
Georges St-Pierre,2011-04-30,-455.0,405.0
Lyoto Machida,2011-04-30,-350.0,318.0
John Makdessi,2011-04-30,-170.0,160.0
Yves Jabouin,2011-04-30,-160.0,150.0
Jason MacDonald,2011-04-30,115.0,-125.0
Jorge Santiago,2011-05-28,130.0,-140.0
Stefan Struve,2011-05-28,118.0,-128.0
Thiago Alves,2011-05-28,-230.0,210.0
Brian Stann,2011-05-28,-140.0,130.0
Miguel Torres,2011-05-28,-120.0,110.0
Kendall Grove,2011-05-28,-125.0,115.0
Gleison Tibau,2011-05-28,-430.0,380.0
Michael McDonald,2011-05-28,-380.0,340.0
Demetrious Johnson,2011-05-28,110.0,-120.0
Cole Escovedo,2011-05-28,315.0,-345.0
Frank Mir,2011-05-28,-120.0,110.0
Tim Boetsch,2011-05-28,115.0,-125.0
Renan Barao,2011-05-28,-345.0,315.0
Matt Hamill,2011-05-28,275.0,-305.0
Roy Nelson,2011-05-28,110.0,-120.0
Travis Browne,2011-05-28,-128.0,118.0
Rick Story,2011-05-28,210.0,-230.0
Rafaello Oliveira,2011-05-28,380.0,-430.0
Rampage Jackson,2011-05-28,-305.0,275.0
Chris Cariaso,2011-05-28,340.0,-380.0
Francisco Rivera,2011-06-04,190.0,-230.0
Clay Guida,2011-06-04,200.0,-220.0
Ramsey Nijem,2011-06-04,-105.0,-115.0
Ken Stone,2011-06-04,365.0,-460.0
Ed Herman,2011-06-04,-130.0,110.0
Fabio Maldonado,2011-06-04,165.0,-190.0
Danny Downes,2011-06-04,300.0,-360.0
Josh Grispi,2011-06-04,-420.0,335.0
Ryan McGillivray,2011-06-04,250.0,-300.0
Clay Harvison,2011-06-04,170.0,-200.0
Scott Jorgensen,2011-06-04,-460.0,365.0
Reuben Duran,2011-06-04,-230.0,190.0
Chuck O'Neil,2011-06-04,-175.0,155.0
George Roop,2011-06-04,335.0,-420.0
Tony Ferguson,2011-06-04,-115.0,-105.0
Anthony Pettis,2011-06-04,-220.0,200.0
Tim Credeur,2011-06-04,110.0,-130.0
Kyle Kingsbury,2011-06-04,-190.0,165.0
Chris Cope,2011-06-04,155.0,-175.0
Jeremy Stephens,2011-06-04,-360.0,300.0
Justin Edwards,2011-06-04,-200.0,170.0
Shamar Bailey,2011-06-04,-300.0,250.0
Krzysztof Soszynski,2011-06-11,-325.0,265.0
James Head,2011-06-11,110.0,-130.0
Jason Young,2011-06-11,275.0,-335.0
Darren Elkins,2011-06-11,175.0,-210.0
Joey Beltran,2011-06-11,115.0,-135.0
Kenny Florian,2011-06-11,-220.0,200.0
Nick Ring,2011-06-11,-130.0,110.0
Mike Massenzio,2011-06-11,265.0,-325.0
Shane Carwin,2011-06-11,145.0,-155.0
Jesse Bongfeldt,2011-06-11,420.0,-475.0
Yves Edwards,2011-06-11,167.0,-178.0
Vagner Rocha,2011-06-11,325.0,-400.0
Chris Weidman,2011-06-11,-475.0,420.0
Dustin Poirier,2011-06-11,-335.0,275.0
Sam Stout,2011-06-11,-178.0,167.0
Diego Nunes,2011-06-11,200.0,-220.0
Jon Olav Einemo,2011-06-11,133.0,-143.0
Michihiro Omigawa,2011-06-11,-210.0,175.0
Aaron Rosa,2011-06-11,-135.0,115.0
Donald Cerrone,2011-06-11,-400.0,325.0
Dave Herman,2011-06-11,-143.0,133.0
Demian Maia,2011-06-11,140.0,-150.0
Mark Munoz,2011-06-11,-150.0,140.0
Junior Dos Santos,2011-06-11,-155.0,145.0
Matt Grice,2011-06-26,145.0,-165.0
Michael Johnson,2011-06-26,-560.0,430.0
Ricardo Lamas,2011-06-26,-165.0,145.0
Nik Lentz,2011-06-26,145.0,-165.0
Daniel Roberts,2011-06-26,-110.0,-110.0
Joe Lauzon,2011-06-26,-320.0,260.0
Joe Stevenson,2011-06-26,-170.0,150.0
Tyson Griffin,2011-06-26,-255.0,215.0
Christian Morecraft,2011-06-26,235.0,-255.0
Matt Brown,2011-06-26,235.0,-255.0
Charlie Brenneman,2011-06-26,415.0,-470.0
Cheick Kongo,2011-06-26,-200.0,185.0
Rick Story,2011-06-26,-470.0,415.0
John Howard,2011-06-26,-255.0,235.0
Matt Mitrione,2011-06-26,-255.0,235.0
Manvel Gamburyan,2011-06-26,215.0,-255.0
Javier Vazquez,2011-06-26,150.0,-170.0
Curt Warburton,2011-06-26,260.0,-320.0
Rich Attonito,2011-06-26,-110.0,-110.0
Charles Oliveira,2011-06-26,-165.0,145.0
Edward Faaloloto,2011-06-26,430.0,-560.0
Pat Barry,2011-06-26,185.0,-200.0
Brian Bowles,2011-07-02,-315.0,285.0
Anthony Njokuani,2011-07-02,-145.0,135.0
Urijah Faber,2011-07-02,170.0,-185.0
Chris Leben,2011-07-02,185.0,-200.0
Matt Wiman,2011-07-02,-105.0,-105.0
Ryan Bader,2011-07-02,-600.0,500.0
Jeff Hougland,2011-07-02,160.0,-170.0
Shane Roller,2011-07-02,255.0,-280.0
Rafael Dos Anjos,2011-07-02,195.0,-215.0
Takeya Mizugaki,2011-07-02,285.0,-315.0
Aaron Simpson,2011-07-02,-245.0,205.0
Dong Hyun Kim,2011-07-02,-111.0,101.0
Donny Walker,2011-07-02,-170.0,160.0
Dominick Cruz,2011-07-02,-185.0,170.0
Wanderlei Silva,2011-07-02,-200.0,185.0
Dennis Siver,2011-07-02,-105.0,-105.0
Tito Ortiz,2011-07-02,500.0,-600.0
Carlos Condit,2011-07-02,101.0,-111.0
Melvin Guillard,2011-07-02,-280.0,255.0
George Sotiropoulos,2011-07-02,-215.0,195.0
Brad Tavares,2011-07-02,205.0,-245.0
Andre Winner,2011-07-02,135.0,-145.0
Alexander Gustafsson,2011-08-06,-150.0,140.0
Mike Pyle,2011-08-06,235.0,-255.0
Costas Philippou,2011-08-06,125.0,-135.0
Brian Ebersole,2011-08-06,-125.0,115.0
Paul Bradley,2011-08-06,-140.0,130.0
Tito Ortiz,2011-08-06,335.0,-375.0
Mike Pierce,2011-08-06,132.0,-142.0
Nam Phan,2011-08-06,190.0,-210.0
Yoshihiro Akiyama,2011-08-06,290.0,-320.0
Rani Yahya,2011-08-06,460.0,-540.0
Nick Pace,2011-08-06,154.0,-164.0
Chad Mendes,2011-08-06,-540.0,460.0
Johny Hendricks,2011-08-06,-142.0,132.0
Mike Brown,2011-08-06,-210.0,190.0
Rafael Natal,2011-08-06,130.0,-140.0
Rory MacDonald,2011-08-06,-255.0,235.0
Jorge Rivera,2011-08-06,-135.0,125.0
Dennis Hallman,2011-08-06,115.0,-125.0
Vitor Belfort,2011-08-06,-320.0,290.0
Rashad Evans,2011-08-06,-375.0,335.0
Matt Hamill,2011-08-06,140.0,-150.0
Ivan Menjivar,2011-08-06,-164.0,154.0
Edwin Figueroa,2011-08-14,-385.0,345.0
Ronny Markes,2011-08-14,200.0,-220.0
Ed Herman,2011-08-14,122.0,-132.0
Joseph Benavidez,2011-08-14,-295.0,265.0
CB Dollaway,2011-08-14,-240.0,220.0
Amir Sadollah,2011-08-14,-395.0,350.0
Donald Cerrone,2011-08-14,104.0,-114.0
Jim Miller,2011-08-14,-170.0,160.0
Dan Hardy,2011-08-14,-104.0,-106.0
Cole Miller,2011-08-14,-440.0,390.0
Jacob Volkmann,2011-08-14,-120.0,100.0
Jimy Hettes,2011-08-14,-420.0,375.0
Danny Castillo,2011-08-14,100.0,-120.0
Jason Reinhardt,2011-08-14,345.0,-385.0
Chris Lytle,2011-08-14,-106.0,-104.0
TJ O'Brien,2011-08-14,390.0,-440.0
Alex Caceres,2011-08-14,375.0,-420.0
Kyle Noke,2011-08-14,-132.0,122.0
Karlos Vemola,2011-08-14,-220.0,200.0
Jared Hamman,2011-08-14,220.0,-240.0
Duane Ludwig,2011-08-14,350.0,-395.0
Charles Oliveira,2011-08-14,-114.0,104.0
Benson Henderson,2011-08-14,160.0,-170.0
Eddie Wineland,2011-08-14,265.0,-295.0
Yushin Okami,2011-08-27,500.0,-600.0
Ross Pearson,2011-08-27,248.0,-270.0
Luis Ramos,2011-08-27,255.0,-280.0
Minotauro Nogueira,2011-08-27,230.0,-250.0
Anderson Silva,2011-08-27,-600.0,500.0
Forrest Griffin,2011-08-27,190.0,-210.0
Dan Miller,2011-08-27,225.0,-245.0
Brendan Schaub,2011-08-27,-250.0,230.0
Stanislav Nedkov,2011-08-27,220.0,-240.0
Spencer Fisher,2011-08-27,170.0,-185.0
Johnny Eduardo,2011-08-27,145.0,-155.0
David Mitchell,2011-08-27,370.0,-415.0
Luiz Cane,2011-08-27,-240.0,220.0
Edson Barboza,2011-08-27,-270.0,248.0
Thiago Tavares,2011-08-27,-185.0,170.0
Mauricio Rua,2011-08-27,-210.0,190.0
Paulo Thiago,2011-08-27,-415.0,370.0
Raphael Assuncao,2011-08-27,-155.0,145.0
Erick Silva,2011-08-27,-280.0,255.0
Iuri Alcantara,2011-08-27,-475.0,420.0
Yves Jabouin,2011-08-27,170.0,-185.0
Felipe Arantes,2011-08-27,420.0,-475.0
Ian Loveland,2011-08-27,-185.0,170.0
Rousimar Palhares,2011-08-27,-245.0,225.0
Seth Baczynski,2011-09-17,-150.0,140.0
Mike Stumpf,2011-09-17,210.0,-230.0
Mike Lullo,2011-09-17,120.0,-130.0
Jorge Lopez,2011-09-17,-390.0,320.0
Matthew Riddle,2011-09-17,-210.0,175.0
Robert Peralta,2011-09-17,-130.0,120.0
Clay Harvison,2011-09-17,140.0,-150.0
TJ Waldburger,2011-09-17,-230.0,210.0
Justin Edwards,2011-09-17,320.0,-390.0
Donny Walker,2011-09-17,155.0,-165.0
Ken Stone,2011-09-17,-165.0,155.0
Lance Benoist,2011-09-17,175.0,-210.0
Evan Dunham,2011-09-17,-415.0,370.0
Vagner Rocha,2011-09-17,-185.0,170.0
Cody McKenzie,2011-09-17,170.0,-185.0
Alan Belcher,2011-09-17,-290.0,260.0
Jonathan Brookins,2011-09-17,185.0,-200.0
Court McGee,2011-09-17,-174.0,164.0
Jake Shields,2011-09-17,-135.0,125.0
Shamar Bailey,2011-09-17,370.0,-415.0
Jake Ellenberger,2011-09-17,125.0,-135.0
Dongi Yang,2011-09-17,164.0,-174.0
Erik Koch,2011-09-17,-200.0,185.0
Jason MacDonald,2011-09-17,260.0,-290.0
Tony Ferguson,2011-09-24,-340.0,310.0
Nick Ring,2011-09-24,177.0,-192.0
Ben Rothwell,2011-09-24,-355.0,320.0
Takeya Mizugaki,2011-09-24,-220.0,200.0
James Te Huna,2011-09-24,-152.0,142.0
Travis Browne,2011-09-24,-420.0,375.0
Nate Diaz,2011-09-24,-255.0,235.0
Junior Assuncao,2011-09-24,125.0,-135.0
Matt Hughes,2011-09-24,350.0,-395.0
Eddie Yagin,2011-09-24,-135.0,125.0
Rampage Jackson,2011-09-24,435.0,-500.0
Josh Koscheck,2011-09-24,-395.0,350.0
Mark Hunt,2011-09-24,320.0,-355.0
Rob Broughton,2011-09-24,375.0,-420.0
Takanori Gomi,2011-09-24,235.0,-255.0
Aaron Riley,2011-09-24,310.0,-340.0
Tim Boetsch,2011-09-24,-192.0,177.0
Jon Jones,2011-09-24,-500.0,435.0
Cole Escovedo,2011-09-24,200.0,-220.0
Ricardo Romero,2011-09-24,142.0,-152.0
Shane Roller,2011-10-01,-174.0,164.0
Josh Neer,2011-10-01,-260.0,240.0
Michael Johnson,2011-10-01,-173.0,163.0
Yves Edwards,2011-10-01,-155.0,145.0
Matt Wiman,2011-10-01,-220.0,200.0
Walel Watson,2011-10-01,100.0,-110.0
Mike Easton,2011-10-01,-390.0,320.0
Anthony Johnson,2011-10-01,-200.0,185.0
Keith Wisniewski,2011-10-01,240.0,-260.0
TJ Grant,2011-10-01,164.0,-174.0
Byron Bloodworth,2011-10-01,320.0,-390.0
Paul Sass,2011-10-01,163.0,-173.0
Rafaello Oliveira,2011-10-01,145.0,-155.0
Mac Danzig,2011-10-01,200.0,-220.0
Charlie Brenneman,2011-10-01,185.0,-200.0
Stefan Struve,2011-10-01,155.0,-165.0
Demetrious Johnson,2011-10-01,425.0,-550.0
Dominick Cruz,2011-10-01,-550.0,425.0
Pat Barry,2011-10-01,-165.0,155.0
Joseph Sandoval,2011-10-01,-110.0,100.0
Tiequan Zhang,2011-10-08,-135.0,125.0
Joey Beltran,2011-10-08,255.0,-280.0
Anthony Pettis,2011-10-08,-280.0,255.0
Demian Maia,2011-10-08,-290.0,260.0
Jose Aldo,2011-10-08,-355.0,320.0
Leonard Garcia,2011-10-08,215.0,-235.0
Chael Sonnen,2011-10-08,-260.0,240.0
Frankie Edgar,2011-10-08,-125.0,115.0
Melvin Guillard,2011-10-08,-500.0,435.0
Aaron Simpson,2011-10-08,-400.0,355.0
Kenny Florian,2011-10-08,320.0,-355.0
Gray Maynard,2011-10-08,115.0,-125.0
Brian Stann,2011-10-08,240.0,-260.0
Nam Phan,2011-10-08,-235.0,215.0
Joe Lauzon,2011-10-08,435.0,-500.0
Jorge Santiago,2011-10-08,260.0,-290.0
Jeremy Stephens,2011-10-08,255.0,-280.0
Stipe Miocic,2011-10-08,-280.0,255.0
Darren Elkins,2011-10-08,125.0,-135.0
Eric Schafer,2011-10-08,355.0,-400.0
Mike Massenzio,2011-10-08,145.0,-155.0
Steve Cantwell,2011-10-08,-155.0,145.0
Ramsey Nijem,2011-10-29,-195.0,180.0
Dustin Jacoby,2011-10-29,-120.0,110.0
Chris Camozzi,2011-10-29,-115.0,105.0
Brandon Vera,2011-10-29,-380.0,340.0
Roy Nelson,2011-10-29,-210.0,190.0
Dennis Siver,2011-10-29,215.0,-235.0
Clifford Starks,2011-10-29,110.0,-120.0
Francis Carmont,2011-10-29,105.0,-115.0
Eliot Marshall,2011-10-29,340.0,-380.0
Bart Palaszewski,2011-10-29,265.0,-295.0
Donald Cerrone,2011-10-29,-235.0,215.0
George Roop,2011-10-29,285.0,-315.0
Tyson Griffin,2011-10-29,-295.0,265.0
Jeff Curran,2011-10-29,365.0,-410.0
Nick Diaz,2011-10-29,-115.0,105.0
BJ Penn,2011-10-29,105.0,-115.0
Cheick Kongo,2011-10-29,118.0,-128.0
Mirko Cro Cop,2011-10-29,190.0,-210.0
Scott Jorgensen,2011-10-29,-410.0,365.0
Hatsu Hioki,2011-10-29,-315.0,285.0
Matt Mitrione,2011-10-29,-128.0,118.0
Danny Downes,2011-10-29,180.0,-195.0
Vaughan Lee,2011-11-05,188.0,-205.0
Che Mills,2011-11-05,-255.0,235.0
Chris Leben,2011-11-05,205.0,-225.0
Brad Pickett,2011-11-05,115.0,-125.0
Thiago Alves,2011-11-05,-335.0,305.0
Cyrille Diabate,2011-11-05,-355.0,320.0
John Maguire,2011-11-05,120.0,-130.0
Rob Broughton,2011-11-05,145.0,-155.0
Michihiro Omigawa,2011-11-05,-210.0,190.0
Chris Cope,2011-11-05,235.0,-255.0
Chris Cariaso,2011-11-05,-205.0,188.0
Terry Etim,2011-11-05,-660.0,540.0
Jason Young,2011-11-05,190.0,-210.0
Justin Edwards,2011-11-05,-130.0,120.0
Edward Faaloloto,2011-11-05,540.0,-660.0
Anthony Perosh,2011-11-05,320.0,-355.0
Papy Abedi,2011-11-05,305.0,-335.0
Renan Barao,2011-11-05,-125.0,115.0
Mark Munoz,2011-11-05,-225.0,205.0
Philip De Fries,2011-11-05,-155.0,145.0
Mike Pierce,2011-11-12,-300.0,270.0
Cole Escovedo,2011-11-12,-270.0,248.0
Norifumi Yamamoto,2011-11-12,-390.0,348.0
DaMarques Johnson,2011-11-12,-260.0,240.0
Cub Swanson,2011-11-12,165.0,-175.0
Dustin Poirier,2011-11-12,-225.0,205.0
Clay Guida,2011-11-12,245.0,-265.0
Cain Velasquez,2011-11-12,-125.0,115.0
Mackens Semerzier,2011-11-12,-105.0,-105.0
Alex Caceres,2011-11-12,248.0,-270.0
Aaron Rosa,2011-11-12,-120.0,110.0
Matt Lucas,2011-11-12,110.0,-120.0
Junior Dos Santos,2011-11-12,115.0,-125.0
Benson Henderson,2011-11-12,-265.0,245.0
Pablo Garza,2011-11-12,205.0,-225.0
Ricardo Lamas,2011-11-12,-175.0,165.0
Clay Harvison,2011-11-12,240.0,-260.0
Darren Uyenoyama,2011-11-12,348.0,-390.0
Robert Peralta,2011-11-12,-105.0,-105.0
Paul Bradley,2011-11-12,270.0,-300.0
Wanderlei Silva,2011-11-19,180.0,-220.0
Urijah Faber,2011-11-19,-174.0,164.0
Rick Story,2011-11-19,-110.0,100.0
Stephan Bonnar,2011-11-19,138.0,-148.0
Miguel Torres,2011-11-19,-410.0,365.0
Michael McDonald,2011-11-19,-410.0,365.0
Tom Lawlor,2011-11-19,300.0,-330.0
Gleison Tibau,2011-11-19,-155.0,145.0
Ryan Bader,2011-11-19,-385.0,345.0
Mauricio Rua,2011-11-19,-153.0,143.0
Matt Brown,2011-11-19,-135.0,125.0
Martin Kampmann,2011-11-19,100.0,-110.0
Danny Castillo,2011-11-19,-375.0,335.0
Shamar Bailey,2011-11-19,335.0,-375.0
Seth Baczynski,2011-11-19,125.0,-135.0
Nick Pace,2011-11-19,365.0,-410.0
Rafael Dos Anjos,2011-11-19,145.0,-155.0
Chris Weidman,2011-11-19,-330.0,300.0
Alex Soto,2011-11-19,365.0,-410.0
Jason Brilz,2011-11-19,345.0,-385.0
Kyle Kingsbury,2011-11-19,-148.0,138.0
Brian Bowles,2011-11-19,164.0,-174.0
Cung Le,2011-11-19,-220.0,180.0
Dan Henderson,2011-11-19,143.0,-153.0
John Dodson,2011-12-03,195.0,-215.0
Yves Edwards,2011-12-03,318.0,-350.0
Johnny Bedford,2011-12-03,-225.0,205.0
Josh Ferguson,2011-12-03,-115.0,-105.0
Josh Clopton,2011-12-03,150.0,-160.0
Dustin Neace,2011-12-03,360.0,-405.0
Dennis Bermudez,2011-12-03,290.0,-320.0
John Albert,2011-12-03,205.0,-225.0
Jason Miller,2011-12-03,177.0,-192.0
Stephen Bass,2011-12-03,-114.0,104.0
Marcus Brimage,2011-12-03,104.0,-114.0
Michael Bisping,2011-12-03,-192.0,177.0
Diego Brandao,2011-12-03,-320.0,290.0
TJ Dillashaw,2011-12-03,-215.0,195.0
Tony Ferguson,2011-12-03,-350.0,318.0
Louis Gaudinot,2011-12-03,205.0,-225.0
Dustin Pague,2011-12-03,-225.0,205.0
Roland Delorme,2011-12-03,-105.0,-115.0
Steven Siler,2011-12-03,-160.0,150.0
Bryan Caraway,2011-12-03,-405.0,360.0
Rogerio Nogueira,2011-12-10,-265.0,245.0
John Makdessi,2011-12-10,-152.0,142.0
Jared Hamman,2011-12-10,-176.0,166.0
Krzysztof Soszynski,2011-12-10,-255.0,235.0
Mark Hominick,2011-12-10,-560.0,475.0
Claude Patrick,2011-12-10,-110.0,100.0
Tito Ortiz,2011-12-10,245.0,-265.0
Frank Mir,2011-12-10,-210.0,190.0
Jon Jones,2011-12-10,-475.0,420.0
Lyoto Machida,2011-12-10,420.0,-475.0
Nik Lentz,2011-12-10,132.0,-142.0
Yves Jabouin,2011-12-10,-155.0,145.0
Dennis Hallman,2011-12-10,142.0,-152.0
Walel Watson,2011-12-10,145.0,-155.0
Costas Philippou,2011-12-10,166.0,-176.0
John Cholish,2011-12-10,-345.0,315.0
Mark Bocek,2011-12-10,-142.0,132.0
Igor Pokrajac,2011-12-10,235.0,-255.0
Chan Sung Jung,2011-12-10,475.0,-560.0
Minotauro Nogueira,2011-12-10,190.0,-210.0
Brian Ebersole,2011-12-10,100.0,-110.0
Jake Hecht,2011-12-10,210.0,-230.0
Rich Attonito,2011-12-10,-230.0,210.0
Mitch Clarke,2011-12-10,315.0,-345.0
Donald Cerrone,2011-12-30,-280.0,255.0
Jimy Hettes,2011-12-30,155.0,-165.0
Junior Assuncao,2011-12-30,295.0,-325.0
Danny Castillo,2011-12-30,-185.0,170.0
Sean Pierson,2011-12-30,315.0,-345.0
Efrain Escudero,2011-12-30,245.0,-265.0
Diego Nunes,2011-12-30,-215.0,195.0
Brock Lesnar,2011-12-30,130.0,-140.0
Nate Diaz,2011-12-30,255.0,-280.0
Jon Fitch,2011-12-30,-225.0,205.0
Vladimir Matyushenko,2011-12-30,300.0,-330.0
Nam Phan,2011-12-30,-165.0,155.0
Ross Pearson,2011-12-30,-325.0,295.0
Anthony Njokuani,2011-12-30,170.0,-185.0
Dong Hyun Kim,2011-12-30,-345.0,315.0
Jacob Volkmann,2011-12-30,-265.0,245.0
Manvel Gamburyan,2011-12-30,195.0,-215.0
Alexander Gustafsson,2011-12-30,-330.0,300.0
Johny Hendricks,2011-12-30,205.0,-225.0
Alistair Overeem,2011-12-30,-140.0,130.0
Carlo Prater,2012-01-14,455.0,-530.0
Jose Aldo,2012-01-14,-230.0,210.0
Vitor Belfort,2012-01-14,-125.0,115.0
Rousimar Palhares,2012-01-14,-500.0,435.0
Erick Silva,2012-01-14,-530.0,455.0
Edson Barboza,2012-01-14,-305.0,275.0
Felipe Arantes,2012-01-14,155.0,-165.0
Ricardo Funch,2012-01-14,455.0,-530.0
Iuri Alcantara,2012-01-14,-192.0,177.0
Mike Massenzio,2012-01-14,435.0,-500.0
Thiago Tavares,2012-01-14,-125.0,115.0
Gabriel Gonzaga,2012-01-14,-140.0,130.0
Terry Etim,2012-01-14,275.0,-305.0
Chad Mendes,2012-01-14,210.0,-230.0
Anthony Johnson,2012-01-14,115.0,-125.0
Sam Stout,2012-01-14,115.0,-125.0
Antonio Carvalho,2012-01-14,-165.0,155.0
Ednaldo Oliveira,2012-01-14,130.0,-140.0
Michihiro Omigawa,2012-01-14,177.0,-192.0
Mike Pyle,2012-01-14,-530.0,455.0
Tommy Hayden,2012-01-20,280.0,-310.0
Jorge Rivera,2012-01-20,135.0,-145.0
Kamal Shalorus,2012-01-20,100.0,-110.0
Daniel Pineda,2012-01-20,-140.0,130.0
Joseph Sandoval,2012-01-20,250.0,-275.0
Fabricio Camoes,2012-01-20,-310.0,280.0
Pat Schilling,2012-01-20,130.0,-140.0
Josh Neer,2012-01-20,-165.0,155.0
Jared Papazian,2012-01-20,380.0,-430.0
Pat Barry,2012-01-20,-200.0,185.0
Nick Denis,2012-01-20,-275.0,250.0
Christian Morecraft,2012-01-20,185.0,-200.0
Eric Schafer,2012-01-20,-145.0,135.0
Khabib Nurmagomedov,2012-01-20,-110.0,100.0
Daniel Roberts,2012-01-20,325.0,-360.0
Jim Miller,2012-01-20,-150.0,140.0
Mike Easton,2012-01-20,-430.0,380.0
Charlie Brenneman,2012-01-20,-360.0,325.0
Melvin Guillard,2012-01-20,140.0,-150.0
Duane Ludwig,2012-01-20,155.0,-165.0
Phil Davis,2012-01-28,176.0,-191.0
Michael Bisping,2012-01-28,340.0,-380.0
Nik Lentz,2012-01-28,320.0,-355.0
Jon Olav Einemo,2012-01-28,-105.0,-105.0
George Roop,2012-01-28,-130.0,110.0
Eric Wisely,2012-01-28,475.0,-560.0
Shane Roller,2012-01-28,-245.0,225.0
Lavar Johnson,2012-01-28,160.0,-170.0
Dustin Jacoby,2012-01-28,135.0,-145.0
Rashad Evans,2012-01-28,-191.0,176.0
Chael Sonnen,2012-01-28,-380.0,340.0
Demian Maia,2012-01-28,142.0,-152.0
Evan Dunham,2012-01-28,-355.0,320.0
Mike Russow,2012-01-28,-105.0,-105.0
Chris Weidman,2012-01-28,-152.0,142.0
Charles Oliveira,2012-01-28,-560.0,475.0
Michael Johnson,2012-01-28,225.0,-245.0
Joey Beltran,2012-01-28,-170.0,160.0
Chris Camozzi,2012-01-28,-145.0,135.0
Cub Swanson,2012-01-28,110.0,-130.0
Nick Diaz,2012-02-04,-190.0,175.0
Stephen Thompson,2012-02-04,-320.0,290.0
Michael Kuiper,2012-02-04,142.0,-152.0
Henry Martinez,2012-02-04,328.0,-365.0
Edwin Figueroa,2012-02-04,-125.0,115.0
Roy Nelson,2012-02-04,140.0,-150.0
Max Holloway,2012-02-04,445.0,-515.0
Scott Jorgensen,2012-02-04,195.0,-215.0
Mike Pierce,2012-02-04,248.0,-270.0
Fabricio Werdum,2012-02-04,-150.0,140.0
Carlos Condit,2012-02-04,175.0,-190.0
Chris Cope,2012-02-04,305.0,-335.0
Josh Koscheck,2012-02-04,-270.0,248.0
Clifford Starks,2012-02-04,200.0,-220.0
Dustin Poirier,2012-02-04,-515.0,445.0
Dan Stittgen,2012-02-04,290.0,-320.0
Rafael Natal,2012-02-04,-152.0,142.0
Matthew Riddle,2012-02-04,-365.0,328.0
Matt Brown,2012-02-04,-335.0,305.0
Alex Caceres,2012-02-04,115.0,-125.0
Ed Herman,2012-02-04,-220.0,200.0
Renan Barao,2012-02-04,-215.0,195.0
Jonathan Brookins,2012-02-15,-165.0,155.0
Ivan Menjivar,2012-02-15,-240.0,220.0
TJ Dillashaw,2012-02-15,-255.0,235.0
Stipe Miocic,2012-02-15,-515.0,410.0
Aaron Simpson,2012-02-15,130.0,-140.0
Stefan Struve,2012-02-15,101.0,-111.0
Diego Sanchez,2012-02-15,320.0,-355.0
Walel Watson,2012-02-15,235.0,-255.0
Anton Kuivanen,2012-02-15,130.0,-140.0
Jake Ellenberger,2012-02-15,-355.0,320.0
Bernardo Magalhaes,2012-02-15,-125.0,115.0
Justin Salas,2012-02-15,-140.0,130.0
Vagner Rocha,2012-02-15,155.0,-165.0
John Albert,2012-02-15,220.0,-240.0
Dave Herman,2012-02-15,-111.0,101.0
Philip De Fries,2012-02-15,410.0,-515.0
Tim Means,2012-02-15,115.0,-125.0
Ronny Markes,2012-02-15,-140.0,130.0
Riki Fukuda,2012-02-25,-310.0,280.0
Ryan Bader,2012-02-25,135.0,-145.0
Cheick Kongo,2012-02-25,-280.0,255.0
Frankie Edgar,2012-02-25,-130.0,120.0
Rampage Jackson,2012-02-25,-145.0,135.0
Mark Hunt,2012-02-25,255.0,-280.0
Yoshihiro Akiyama,2012-02-25,315.0,-345.0
Yushin Okami,2012-02-25,-410.0,365.0
Hatsu Hioki,2012-02-25,-185.0,170.0
Anthony Pettis,2012-02-25,-285.0,258.0
Takanori Gomi,2012-02-25,-250.0,230.0
